INFO | 2025-11-21 16:49:03 | 11 - 140220461828992 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-21 16:49:05 | 11 - 140220461828992 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 03:16:36 | 10 - 139788541549440 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 03:16:37 | 10 - 139788541549440 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 03:18:39 | 11 - 140025113852800 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 03:18:40 | 11 - 140025113852800 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 03:44:27 | 11 - 140669893274496 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 03:44:27 | 11 - 140669893274496 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 04:16:54 | 11 - 140490752482176 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 04:16:54 | 11 - 140490752482176 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 04:22:15 | 11 - 140158162230144 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 04:22:16 | 11 - 140158162230144 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 04:24:50 | 11 - 140364780080000 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
INFO | 2025-11-22 04:24:59 | 12 - 140147785149312 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 04:25:00 | 12 - 140147785149312 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 04:25:43 | 11 - 140591586986880 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 04:25:44 | 11 - 140591586986880 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 04:27:14 | 13 - 139875219798912 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 04:27:14 | 13 - 139875219798912 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 04:45:47 | 12 - 140353746787200 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 04:45:48 | 12 - 140353746787200 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 05:15:29 | 12 - 140033156787072 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 05:15:29 | 12 - 140033156787072 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 05:16:24 | 11 - 140211531307904 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 05:16:24 | 11 - 140211531307904 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 05:17:14 | 13 - 140159379385216 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
INFO | 2025-11-22 05:17:24 | 10 - 140134784297856 | logger.py - configure: 78 Log file: /opt/core/plugin/link/logs/link.log
ERROR | 2025-11-22 05:17:24 | 10 - 140134784297856 | start_server.py - spark_link_app: 96 init success
INFO | 2025-11-22 05:27:27 | 10 - 140134784297856 | execution_server.py - tool_debug: 742 {'exec api, tool_debug router usr_input': '{"server": "http://core-aitools:18668/aitools/v1/image_generate", "method": "POST", "path": {}, "query": {}, "header": {}, "body": {"width": 1024, "height": 1024, "prompt": "小红花"}, "openapi_schema": "{\\"info\\":{\\"title\\":\\"agentBuilder toolset\\",\\"version\\":\\"1.0.0\\",\\"x-is-official\\":false},\\"openapi\\":\\"3.1.0\\",\\"paths\\":{\\"/aitools/v1/image_generate\\":{\\"post\\":{\\"description\\":\\"根据输入的内容生成与内容有关的图片\\",\\"operationId\\":\\"文生图-8bDeguHd\\",\\"requestBody\\":{\\"content\\":{\\"application/json\\":{\\"schema\\":{\\"properties\\":{\\"width\\":{\\"default\\":1024,\\"description\\":\\"宽度分辨率，支持以下分辨率：512x512, 640x360, 640x480, 640x640, 680x512, 512x680, 768x768, 720x1280, 1280x720, 1024x1024\\",\\"type\\":\\"integer\\",\\"x-display\\":true,\\"x-from\\":2},\\"prompt\\":{\\"default\\":\\"小红花\\",\\"description\\":\\"图片描述信息\\",\\"type\\":\\"string\\",\\"x-display\\":true,\\"x-from\\":2},\\"height\\":{\\"default\\":1024,\\"description\\":\\"高度分辨率，支持以下分辨率：512x512, 640x360, 640x480, 640x640, 680x512, 512x680, 768x768, 720x1280, 1280x720, 1024x1024\\",\\"type\\":\\"integer\\",\\"x-display\\":true,\\"x-from\\":2}},\\"required\\":[\\"width\\",\\"height\\",\\"prompt\\"],\\"type\\":\\"object\\"}}},\\"required\\":true},\\"responses\\":{\\"200\\":{\\"content\\":{\\"application/json\\":{\\"schema\\":{\\"properties\\":{\\"code\\":{\\"description\\":\\"状态码\\",\\"type\\":\\"integer\\",\\"x-display\\":true},\\"data\\":{\\"description\\":\\"结果\\",\\"properties\\":{\\"image_url\\":{\\"description\\":\\"图片下载地址\\",\\"type\\":\\"string\\",\\"x-display\\":true},\\"image_url_md\\":{\\"description\\":\\"图片下载地址markdown格式\\",\\"type\\":\\"string\\",\\"x-display\\":true}},\\"type\\":\\"object\\",\\"x-display\\":true},\\"message\\":{\\"description\\":\\"操作消息\\",\\"type\\":\\"string\\",\\"x-display\\":true},\\"sid\\":{\\"description\\":\\"会话id\\",\\"type\\":\\"string\\",\\"x-display\\":true}},\\"type\\":\\"object\\"}}},\\"description\\":\\"success\\"}},\\"summary\\":\\"文生图\\"}}},\\"servers\\":[{\\"description\\":\\"a server description\\",\\"url\\":\\"http://core-aitools:18668\\"}]}"}'}
INFO | 2025-11-22 05:27:29 | 10 - 140134784297856 | execution_server.py - tool_debug: 742 {'exec api, tool_debug router usr_input': '{"server": "http://core-aitools:18668/aitools/v1/image_generate", "method": "POST", "path": {}, "query": {}, "header": {}, "body": {"width": 1024, "height": 1024, "prompt": "小红花"}, "openapi_schema": "{\\"info\\":{\\"title\\":\\"agentBuilder toolset\\",\\"version\\":\\"1.0.0\\",\\"x-is-official\\":false},\\"openapi\\":\\"3.1.0\\",\\"paths\\":{\\"/aitools/v1/image_generate\\":{\\"post\\":{\\"description\\":\\"根据输入的内容生成与内容有关的图片\\",\\"operationId\\":\\"文生图-yJ78uhFm\\",\\"requestBody\\":{\\"content\\":{\\"application/json\\":{\\"schema\\":{\\"properties\\":{\\"width\\":{\\"default\\":1024,\\"description\\":\\"宽度分辨率，支持以下分辨率：512x512, 640x360, 640x480, 640x640, 680x512, 512x680, 768x768, 720x1280, 1280x720, 1024x1024\\",\\"type\\":\\"integer\\",\\"x-display\\":true,\\"x-from\\":2},\\"prompt\\":{\\"default\\":\\"小红花\\",\\"description\\":\\"图片描述信息\\",\\"type\\":\\"string\\",\\"x-display\\":true,\\"x-from\\":2},\\"height\\":{\\"default\\":1024,\\"description\\":\\"高度分辨率，支持以下分辨率：512x512, 640x360, 640x480, 640x640, 680x512, 512x680, 768x768, 720x1280, 1280x720, 1024x1024\\",\\"type\\":\\"integer\\",\\"x-display\\":true,\\"x-from\\":2}},\\"required\\":[\\"width\\",\\"height\\",\\"prompt\\"],\\"type\\":\\"object\\"}}},\\"required\\":true},\\"responses\\":{\\"200\\":{\\"content\\":{\\"application/json\\":{\\"schema\\":{\\"properties\\":{\\"code\\":{\\"description\\":\\"状态码\\",\\"type\\":\\"integer\\",\\"x-display\\":true},\\"data\\":{\\"description\\":\\"结果\\",\\"properties\\":{\\"image_url\\":{\\"description\\":\\"图片下载地址\\",\\"type\\":\\"string\\",\\"x-display\\":true},\\"image_url_md\\":{\\"description\\":\\"图片下载地址markdown格式\\",\\"type\\":\\"string\\",\\"x-display\\":true}},\\"type\\":\\"object\\",\\"x-display\\":true},\\"message\\":{\\"description\\":\\"操作消息\\",\\"type\\":\\"string\\",\\"x-display\\":true},\\"sid\\":{\\"description\\":\\"会话id\\",\\"type\\":\\"string\\",\\"x-display\\":true}},\\"type\\":\\"object\\"}}},\\"description\\":\\"success\\"}},\\"summary\\":\\"文生图\\"}}},\\"servers\\":[{\\"description\\":\\"a server description\\",\\"url\\":\\"http://core-aitools:18668\\"}]}"}'}
INFO | 2025-11-22 05:27:39 | 10 - 140134784297856 | execution_server.py - tool_debug: 742 {'exec api, tool_debug router usr_input': '{"server": "http://core-aitools:18668/aitools/v1/smarttts", "method": "POST", "path": {}, "query": {}, "header": {}, "body": {"vcn": "x5_lingfeiyi_flow", "text": "牛逼", "speed": 50}, "openapi_schema": "{\\"info\\":{\\"title\\":\\"agentBuilder toolset\\",\\"version\\":\\"1.0.0\\",\\"x-is-official\\":false},\\"openapi\\":\\"3.1.0\\",\\"paths\\":{\\"/aitools/v1/smarttts\\":{\\"post\\":{\\"description\\":\\"用户上传一段话，选择特色发音人，生成一段更拟人的语音\\",\\"operationId\\":\\"超拟人合成-u8RhfVyY\\",\\"requestBody\\":{\\"content\\":{\\"application/json\\":{\\"schema\\":{\\"properties\\":{\\"vcn\\":{\\"default\\":\\"x5_lingfeiyi_flow\\",\\"description\\":\\"特色发音人，目前可选（x5_lingfeiyi_flow）\\",\\"type\\":\\"string\\",\\"x-display\\":true,\\"x-from\\":2},\\"text\\":{\\"default\\":\\"牛逼\\",\\"description\\":\\"需要合成的文本\\",\\"type\\":\\"string\\",\\"x-display\\":true,\\"x-from\\":2},\\"speed\\":{\\"default\\":50,\\"description\\":\\"语速：0对应默认语速的1/2，100对应默认语速的2倍; 默认值50\\",\\"type\\":\\"integer\\",\\"x-display\\":true,\\"x-from\\":2}},\\"required\\":[\\"vcn\\",\\"text\\",\\"speed\\"],\\"type\\":\\"object\\"}}},\\"required\\":true},\\"responses\\":{\\"200\\":{\\"content\\":{\\"application/json\\":{\\"schema\\":{\\"properties\\":{\\"code\\":{\\"description\\":\\"状态码\\",\\"type\\":\\"integer\\",\\"x-display\\":true},\\"data\\":{\\"description\\":\\"结果\\",\\"properties\\":{\\"voice_url\\":{\\"description\\":\\"音频下载url\\",\\"type\\":\\"string\\",\\"x-display\\":true}},\\"type\\":\\"object\\",\\"x-display\\":true},\\"message\\":{\\"description\\":\\"操作消息\\",\\"type\\":\\"string\\",\\"x-display\\":true},\\"sid\\":{\\"description\\":\\"会话id\\",\\"type\\":\\"string\\",\\"x-display\\":true}},\\"type\\":\\"object\\"}}},\\"description\\":\\"success\\"}},\\"summary\\":\\"超拟人合成\\"}}},\\"servers\\":[{\\"description\\":\\"a server description\\",\\"url\\":\\"http://core-aitools:18668\\"}]}"}'}
INFO | 2025-11-22 05:27:40 | 10 - 140134784297856 | execution_server.py - tool_debug: 742 {'exec api, tool_debug router usr_input': '{"server": "http://core-aitools:18668/aitools/v1/smarttts", "method": "POST", "path": {}, "query": {}, "header": {}, "body": {"vcn": "x5_lingfeiyi_flow", "text": "牛逼", "speed": 50}, "openapi_schema": "{\\"info\\":{\\"title\\":\\"agentBuilder toolset\\",\\"version\\":\\"1.0.0\\",\\"x-is-official\\":false},\\"openapi\\":\\"3.1.0\\",\\"paths\\":{\\"/aitools/v1/smarttts\\":{\\"post\\":{\\"description\\":\\"用户上传一段话，选择特色发音人，生成一段更拟人的语音\\",\\"operationId\\":\\"超拟人合成-QBuC9gQJ\\",\\"requestBody\\":{\\"content\\":{\\"application/json\\":{\\"schema\\":{\\"properties\\":{\\"vcn\\":{\\"default\\":\\"x5_lingfeiyi_flow\\",\\"description\\":\\"特色发音人，目前可选（x5_lingfeiyi_flow）\\",\\"type\\":\\"string\\",\\"x-display\\":true,\\"x-from\\":2},\\"text\\":{\\"default\\":\\"牛逼\\",\\"description\\":\\"需要合成的文本\\",\\"type\\":\\"string\\",\\"x-display\\":true,\\"x-from\\":2},\\"speed\\":{\\"default\\":50,\\"description\\":\\"语速：0对应默认语速的1/2，100对应默认语速的2倍; 默认值50\\",\\"type\\":\\"integer\\",\\"x-display\\":true,\\"x-from\\":2}},\\"required\\":[\\"vcn\\",\\"text\\",\\"speed\\"],\\"type\\":\\"object\\"}}},\\"required\\":true},\\"responses\\":{\\"200\\":{\\"content\\":{\\"application/json\\":{\\"schema\\":{\\"properties\\":{\\"code\\":{\\"description\\":\\"状态码\\",\\"type\\":\\"integer\\",\\"x-display\\":true},\\"data\\":{\\"description\\":\\"结果\\",\\"properties\\":{\\"voice_url\\":{\\"description\\":\\"音频下载url\\",\\"type\\":\\"string\\",\\"x-display\\":true}},\\"type\\":\\"object\\",\\"x-display\\":true},\\"message\\":{\\"description\\":\\"操作消息\\",\\"type\\":\\"string\\",\\"x-display\\":true},\\"sid\\":{\\"description\\":\\"会话id\\",\\"type\\":\\"string\\",\\"x-display\\":true}},\\"type\\":\\"object\\"}}},\\"description\\":\\"success\\"}},\\"summary\\":\\"超拟人合成\\"}}},\\"servers\\":[{\\"description\\":\\"a server description\\",\\"url\\":\\"http://core-aitools:18668\\"}]}"}'}
